ID_פריט,name,pgrp
5339,טיפקס רולר 12 מטר,21
5342,20 עטיפות ניילון לספר גדול - עבה,22
5353,שישיית לורדים מחיקים - טנפון,21
5369,שעון דיגיטאלי לילדים - שחור,23
5372,שעון מעורר מחוגים,22
5376,זוג חולצות בסיס לבנות - מידה 16,6
5377,זוג גופיות ציצית לילדים - מידה 10,6
5378,עדשות מגע חודשיות מס' -8,6
5379,עדשות מגע חודשיות מס' -8.5,6
5383,שישיית ירכוני נשים 60 דנייר מלון - colanta,6
5384,שישיית ירכוני נשים 50 דנייר אטום מלון - colanta,6
5401,שולחן מתקפל ג'מבו מפלסטיק,23
5404,אקדח סיכות מתכת,21
5406,סיכות לאקדח 13/8 - 5000 יח,21
5471,ספר משחקינגליש - יעל רוטנברג,21
5609,שישיית גרביונים לנשים 40 דנייר ויזון - colanta -מי,6
5610,שישיית גרביונים לנשים 40 דנייר ויזון - colanta -מי,6
5611,שישיית גרביונים לנשים 40 דנייר ויזון - colanta -מי,6
5612,שישיית גרביונים לנשים 40 דנייר ויזון - colanta -מי,6
5619,רביעיית שוקולד חלב כרמית {סדרה חדשה},8
5622,מכנס פיג'מה לגבר (פרנץ' טרי) - מידה L,6
5625,זוג חולצות טריקו קצרות לילדים (גוונים קייציים) מיד,6
5626,זוג חולצות טריקו קצרות לילדים (גוונים קייציים) מיד,6
5627,זוג חולצות טריקו קצרות לילדים (גוונים קייציים) מיד,6
5628,זוג חולצות טריקו קצרות לילדים (גוונים קייציים) מיד,6
5648,עמודון פלסטיק שחור 5 קומות - כתר,21
5653,סילאן טבעי עם פקק לחיץ,2
5670,"מארז 10 דפי יצירה בחול ",21
5681,חולצת טריקו לגבר (פיג'מה) שרוול קצר - מידה S,6
5682,חולצת טריקו לגבר (פיג'מה) שרוול קצר - מידה M,6
5683,חולצת טריקו לגבר(פיג'מה) שרוול קצר - מידה L,6
5684,חולצת טריקו לגבר (פיג'מה) שרוול קצר - מידה XL,6
5685,חולצת טריקו לגבר (פיג'מה) שרוול קצר - מידה 2XL,6
5690,מכנס בגד ים גבר - מידה S,6
5699,כותונת קייצית לילדות - מידה 16,6
5739,סלט חומוס עם חריף - צבר,8
5751,קמח כוסמין לבן (10 קילו) - שטיבל,2
5752,"כוסות (10 OZ) לשתיה חמה גדולות ",2
5753,שישיית ירכוני נשים 50 דנייר אטום ויזון - colanta,6
5762,קופסת אחסון {סגירה הרמטית} עם רשת בתחתית לפירות קי,21
5764,רשת הצללה עם לולאות (4*4),21
5804,מדבקות שם דגם דובי,22
5812,סיגרים קפואים במילוי בשר - סימי,10
5813,תערובת ירקות העונה מוקפאים - קייטי,10
5825,מכשיר פלאפון כשר מאושר - ikosher,21
5826,קרטונית חטיפי אנרגיה מיקס אגוזים ושקדים - דרך הטבע,2
5835,ניפוץ לשמה - פתיל עבה,6
5836,שישיית גרביונים לילדות 48 דנייר מלון - מידה 14-16,6
5837,שישיית ירכוני נשים 40 דנייר ויזון - colanta,6
5888,ערכת יצירה יהלומים מבריקים - גדול,21
5907,קוביות אננס קפוא {אריזה מוגדלת} - קייטי,11
5908,קוביות מנגו קפוא {אריזה מוגדלת} - קייטי,11
5911,חמישיית דפים מגנטיים לתמונות,21
5913,אתרוג מרוקאי עם פיטם מהודר א משנת יוסף (מס' סידורי,27
5978,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 4,6
5979,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 6,6
5980,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 8,6
5981,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 1,6
5982,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 1,6
5983,שישיית גרביונים לילדות 50 דנייר אטום מלון - מידה 1,6
5994,מלפפון,15
6036,סדין ניילון פרימיום למיטת נוער - פאואר,21
6051,שישיית גרביונים לנשים 70 דנייר אטום מלון - colanta,6
6054,שישיית גרביונים לנשים 70 דנייר אטום מלון - colanta,6
6056,עדשות מגע יומיות - מידה 2.25,6
6058,עדשות מגע יומיות - מידה 2.75,6
6060,עדשות מגע יומיות - מידה 3.25,6
6061,עדשות מגע יומיות - מידה 3.5,6
6062,עדשות מגע יומיות - מידה 3.75,6
6063,עדשות מגע יומיות - מידה 4,6
6065,עדשות מגע יומיות - מידה 4.5,6
6067,עדשות מגע יומיות - מידה 5,6
6069,עדשות מגע יומיות - מידה 5.5,6
6070,עדשות מגע יומיות - מידה 5.75,6
6071,עדשות מגע יומיות - מידה 6,6
6102,עוגיות עם ריבה בדלי,2
6105,עוגיות ממולאות קרם בטעם שוקולד מיני רוליקס,2
6107,קרטון קמח מולינו ללא גלוטן - {ללחם וחלות המוציא},2
6154,שישיית גרביוני כותנה לבן בדיגום עדין מידה 2-3,6
6155,שישיית גרביוני כותנה לבן בדיגום עדין מידה 3-4,6
6156,שישיית גרביוני כותנה לבן בדיגום עדין מידה 4-5,6
6157,שישיית גרביוני כותנה לבן בדיגום עדין מידה 5-6,6
6158,שישיית גרביוני כותנה לבן בדיגום עדין מידה 6-7,6
6159,שישיית גרביוני כותנה לבן בדיגום עדין מידה 7-8,6
6160,שישיית גרביוני כותנה לבן בדיגום עדין מידה 8-9,6
6161,שישיית גרביוני כותנה לבן בדיגום עדין מידה 9-10,6
6182,תרסיס להסרת כתמים - קליה (ורוד),2
6192,תות שדה קפוא {לנדא},11
6222,קרטונית 20 טופי מרובע - לקלוקים,2
6267,שטיח דשא סינטטי לסוכה 2*2 מטר,22
6268,סל כביסה מלבני עם סיליקון - מתכווץ,21
6269,קוביות פסיפלורה קפואה אריזה משפחתית - קייטי,11
6285,קטלוג חגים,0
6383,גבינה צהובה 600 גר' עמק,8
6391,ערכה 5 סוגי מטליות מיקרופייבר,2
6407,גופיות ילדים כתפיות - מידה 18 שלישייה,6
6420,בימבה לפעוטות  IAM,21
6488,קפוצ'ינו בבקבוק 1 ליטר טרה,8
6501,חבילת דפים צבעוניים A4,22
6516,ערכת יצירה חול צבעוני,21
6517,תשיעיית גרבי גברים 42-45 - אריזת חיסכון,6
6536,גופיית ילדות כתפיות מידה 18 - שלישייה,6
6537,"מזרק מים ספוג כ 38 ס""מ",21
6542,סט 10 דפי גירוד,22
6559,חולצת טריקו לילדות שרוול 3/4 - מידה 16,6
6560,חולצת טריקו לילדות שרוול 3/4 - מידה 6,6
6561,חולצת טריקו לילדות שרוול 3/4 - מידה 8,6
6562,חולצת טריקו לילדות שרוול 3/4 - מידה 10,6
6563,חולצת טריקו לילדות שרוול 3/4 - מידה 12,6
6564,חולצת טריקו לילדות שרוול 3/4 - מידה 14,6
6582,עט פיילוט כחול 0.4 עם לחצן,23
6585,20 עטיפות ניילון לספרים a4 - עבה,21
6590,עטיפות למחברת דגם בובה גלידה,22
6591,מדבקות שם דגם בובה גלידה,22
6609,משאבת ניפוח חשמלית,21
6611,מארז 3 חוברות יצירה ועבודה (6-10) - מובייל,22
6622,נגאטס תירס - קייטי (ריבוע צהוב),11
6627,דבק לבדים - גוטרמן,21
6628,נורת לד עגולה צמודת תקרה - 48W (מסגרת זהב),21
6720,שמן מנטה להרחה לצום {51},27
6733,עוגיות סנדוויץ קקאו  בקרטון - olala,2
6793,בוסטר הגבהה לרכב,21
6804,מארז 3 שקיות וואקום,21
6809,ערכת פעמון רוח מעץ - שלישיה,22
6890,מארז 160 חיתוכי סול נצנץ - ראש השנה,21
6893,עוגיות ביס ברמן,2
6898,סיגרים קפואים במילוי תפוח אדמה - סימי,11
6963,"תפוח עץ סמיט - חו""ל",1
7015,שמיניית לבנים צבעוניות ילדים מידה 2-4,6
7016,שמיניית לבנים צבעוניות ילדים מידה 4-6,6
7017,שמיניית לבנים צבעוניות ילדים מידה 6-8,6
7018,שמיניית לבנים צבעוניות ילדים מידה 8-10,6
7019,שמיניית לבנים צבעוניות ילדים מידה 10-12,6
7020,שמיניית לבנים צבעוניות ילדים מידה 12-14,6
7021,שמיניית לבנים צבעוניות ילדים מידה 14-16,6
7039,עלי בזיליקום טריים {לנדא},1
7103,חליפת טריקו מעבר לילדים - מידה 10,6
7104,חליפת טריקו מעבר לילדים - מידה 12,6
7105,חליפת טריקו מעבר לילדות - מידה 10,6
7106,חליפת טריקו מעבר לילדות - מידה 12,6
7125,שואב אבק יבש ציקלון - לימו,21
7127,גליל מפת קריסטל עבה אורך 9 מטר,22
7130,שישיית גרביוני כותנה לבן בדיגום עדין מידה 10-12,6
7142,שמן זית כתית מעולה - קייטי,2
7175,טלית גדול 100% צמר - מידה 60,6
7181,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 2-4,6
7182,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 4-6,6
7183,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 6-8,6
7184,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 8-10,6
7185,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 10-12,6
7186,זוג גרביון לבן 60 דנייר בדיגום עדין - מידה 12-14,6
7188,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 2-4,6
7189,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 4-6,6
7190,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 6-8,6
7191,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 8-10,6
7192,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 10-12,6
7193,זוג גרביון שמנת 60 דנייר בדיגום עדין - מידה 12-14,6
7211,טלית גדול 100% צמר - מידה 70,6
7224,מארז מוגדל סוללות אלקליין איכותיות (12+8),21
7239,כותונת קייצית לילדות - מידה 18,6
7250,כבל להטענה - חיבור טייפ סי,21
7265,מיחם 40 כוסות נירוסטה - לימו,21
7275,כד לשתיה  מפלסטיק אקרילי,21
7304,טיפות הרטבה ליובש בעיניים - אביזור,6
7307,מטפחת מרובעת חלקה בצבע ורוד עתיק,6
7313,שישיית גרביונים לנשים 50 דנייר אטום מלון - colanta,6
7314,שישיית גרביונים לנשים 50 דנייר אטום מלון - colanta,6
7315,שישיית גרביונים לנשים 50 דנייר אטום מלון - colanta,6
7367,מכנס פיג'מה לנוער (פרנץ' טרי) - מידה 12,6
7385,תיק אל בד לחוף לבנות - מותגים,21
7387,שישיית כוסות מוקטנות לילדים מפלסטיק אקרילי,21
7389,"כפפות ניילון ח""פ בקופסא",21
7399,דבק סטיק ג'מבו U {גדול במיוחד},22
7400,מברגת קידוח נטענת איכותית במזוודה - LIMO,21
7401,מארז 48 טושים סקצ' מרקר דו צדדים בסיס אלכוהולי,22
7405,"כרטיס זכרון מיקרו 64GB מקסוול ",21
7406,כוסות יהלום שקופות 40 יח',2
7421,"יומן לתלמידה לשנת תשפ""ו דגם קיץ מתוק",23
7428,זוג גופיות חצי שרוול איכותיות בגיר - מידה S,6
7429,זוג גופיות חצי שרוול איכותיות בגיר - מידה M,6
7430,זוג גופיות חצי שרוול איכותיות בגיר - מידה L,6
7431,זוג גופיות חצי שרוול איכותיות בגיר - מידה XL,6
7432,זוג גופיות חצי שרוול איכותיות בגיר - מידה 2XL,6
7433,זוג גופיות חצי שרוול איכותיות בגיר - מידה 3XL,6
7435,זוג בוקסרים לגברים מידה S - בגיר,6
7436,זוג בוקסרים לגברים מידה M - בגיר,6
7437,זוג בוקסרים לגברים מידה L - בגיר,6
7438,זוג בוקסרים לגברים מידה XL - בגיר,6
7439,זוג בוקסרים לגברים מידה 2XL - בגיר,6
7440,זוג בוקסרים לגברים מידה 3XL - בגיר,6
7441,זוג בוקסרים לגברים מידה 4XL - בגיר,6
7495,"שעון יד מחוגים לגבר שחור עם רצועה שחורה רקע לבן - ",6
7504,קופסת אוכל שקופה מחולקת לשני תאים,21
7508,תיק טיולים גדול,23
7514,כדורי קופאין - פלא צום,27
7518,"יומן לתלמידה לשנת תשפ""ו דגם ארטיקים",23
7529,מדבקות שם דגם להיט,23
7530,משאבת ניפוח חשמלית - לרכב,21
7536,מאגדת חטיף אפרופו - אסם,2
7541,ספר מטיילים - באיזור הצפון,22
7548,לא לאיסוף - תו לרכישת חליפה בגיר/ליבוביץ (בהצגת מס,0
7555,מארז במבה מתוקה בטעם תות - אסם,2
7557,"סירופ בטעם פטל - ויטמינצ'יק ",2
7561,טיטולים פרימיום מידה 3 חוגלה,2
7568,סכין יפני עבה ואיכותי,21
7571,סט 3 עטי פיילוט 0.4 צבעוני,22
7582,במבה נוגט אריזה גדולה -אסם,2
7594,מארז 6 קני במבוק שלמים,22
7596,"מאגדת יוגורט Bio 3% - תנובה ",8
7600,קיטל לימים נוראים - מידה S,6
7601,קיטל לימים נוראים - מידה M,6
7602,קיטל לימים נוראים - מידה L,6
7603,קיטל לימים נוראים - מידה XL,6
7604,טלית גדול 100% צמר - מידה 80,6
7605,קפוצ'ון מעבר מבד וופל לבנים - מידה 2,6
7606,קפוצ'ון מעבר מבד וופל לבנים - מידה 4,6
7607,קפוצ'ון מעבר מבד וופל לבנים - מידה 6,6
7608,קפוצ'ון  מעבר מבד וופל לבנים - מידה 8,6
7614,קפוצ'ון מעבר מבד וופל לבנות - מידה 2,6
7615,קפוצ'ון מעבר מבד וופל לבנות - מידה 4,6
7616,קפוצ'ון מעבר מבד וופל לבנות - מידה 6,6
7617,קפוצ'ון מעבר מבד וופל לבנות - מידה 8,6
7638,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 2-4,6
7639,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 4-6,6
7640,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 6-8,6
7641,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 8-10,6
7642,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 10-12,6
7643,זוג גרביון שחור 60 דנייר בדיגום עדין - מידה 12-14,6
7652,מארז 10 שופרות צפצפה פלסטיק,21
7696,נעלי בד ליום הכיפורים לנשים ונערות מידה 37,6
7697,נעלי בד ליום הכיפורים לנשים ונערות מידה 38,6
7701,נעלי בד ליום הכיפורים לגברים מידה 41,6
7702,נעלי בד ליום הכיפורים לגברים מידה 42,6
7703,נעלי בד ליום הכיפורים לגברים מידה 43,6
7704,נעלי בד ליום הכיפורים לגברים מידה 44,6
7705,נעלי בד ליום הכיפורים לגברים מידה 45,6
7710,שעון עץ מפואר לקישוט הסוכה (ערכת יצירה),21
7734,שקית רוטב פטריות אסם {מ. לאחר הפסח},2
7735,צלחת אלגנט מרק שקופה - אריזה מוגדלת,2
7736,צלחת אלגנט גדולה שקופה - אריזה מוגדלת,2
7737,צלחת אלגנט קטנה שקופה - אריזה מוגדלת,2
7755,גופיות גברים כתפיות מידה 3XL - שלישייה,6
7764,לחמית חיטה מלאה ושיפון - אסם,2
7766,"שישיית גרביונים לנשים 60 דנייר מלון - דונה - מידה ",6
7767,"שישיית גרביונים לנשים 60 דנייר מלון - דונה - מידה ",6
7768,"שישיית גרביונים לנשים 60 דנייר מלון - דונה - מידה ",6
7769,"שישיית גרביונים לנשים 60 דנייר מלון - דונה - מידה ",6
7788,סט 5 קולבים בציפוי קטיפה,21
7790,חלב 2 ליטר - קייטי/טרה,8
7802,חיתולים מידה 4+  בייביסיטר,2
7896,גופיות V חצי שרוול מידה XXXL - שלישייה,6
7937,חיתולים מידה 6 - בייביסיטר,2
7938,שמיניית נרות דבק חם,27
7939,פרכיות כוסמת באריזת ג'מבו {ענק} - אלומה,2
7982,כיסוי ניילון לעיטוף למזון - עבים ואיכותיים,21
7986,ארגז אחסון מפלסטיק עם מכסה כ 40 ליטר,21
7987,מתלה פלסטיק איכותי למטאטאים ומגבים,21
7989,רביעיית יוגורט בטעם תות 1.5% - טרה {ת. קצר מ.מ.},8
8007,דיאורדורנט ספריי ללא ריח {מאושר לפסח},0
8008,קרוטונים מתובלים למרק ולסלט - אסם {מ. לאחר הפסח},2
8068,דבק סלוטייפ רחב,21
8071,גבינת שמנת עם זיתים 25% - הכפרייה,8
8083,מטפחת מרובעת חלקה עם סיומת פרנזים - פודרה,6
8084,מטפחת מרובעת חלקה עם סיומת פרנזים  - חום כהה,6
8112,מאגדת קרלו בטעם שוקו,8
8152,אקונומיקה ז'אוול 2 ליטר {בקבוק עגול} - סנו,2
8169,קרטון מיץ ענבים אדום 100% (6 יח' בקרטון),2
8174,מאגדת במבה נוגט אסם - חמישייה,2
8199,"אלבום משוויצון עם כריכה קשה ",21
8201,קקאו 250 גר',2
8202,לא לאיסוף - תו לרכישת חליפה ארוכה בגיר/ליבוביץ (בה,0
8203,לא לאיסוף - תו לרכישת חליפה פביו (בהצגת מספר לקוח),0
8204,לא לאיסוף - תו לרכישת כובע קנייטש/עגול פרסטר (בהצג,0
8219,תבנית נייר אינגלישקייק - לאפיה,21
8225,מרכך כביסה מרוכז סנו מקסימה (מ.מ.),2
8229,זוג חולצות טריקו קצרות לילדים (גוונים בייסיק) מידה,6
8231,זוג חולצות טריקו קצרות לילדים (גוונים בייסיק) מידה,6
8232,זוג חולצות טריקו קצרות לילדים (גוונים בייסיק) מידה,6
8235,זוג חולצות טריקו קצרות לילדים (גוונים קייציים) מיד,6
8246,"כוסות לשתייה קרה 100 יח ",2
8258,רביעיית יוגורט עם תות - יופלה,8
8292,ספוג הקסם נירוסטה שלישייה,0
8295,פרוז'קטור הצפה לד 100W - לימו,21
8297,צנצנת 12 כופתאות קניילדך מוכנות - אפיקומן,3
8315,מכסה אלומיניום לתבניות (510-520) - בראבו,2
8357,שלישיית משחות שיניים - קולגייט (טריפל אקשן),2
8388,דבק סופר 7 המקורי - שקוף,21
8390,"רביעיית שוקולד פרה חלבי - עלית ",8
8392,"רביעיית שוקולד פרה מריר - עלית ",8
8395,כריות נוגט - תלמה {מ. לאחר הפסח},2
8399,מברגה נטענת אימפקט איכותית במזוודה - limo,21
8418,משקה סויה - תנובה אלטרנטיב {תכלת},8
8422,קרקר דק קראנצ'י פיקנטי - הדר,2
8447,קרטון ביסקוויט פתיבר וניל 1.7 קילו,2
8454,מיכל (קנקן) לשתיה מפלסטיק עם ברז מזיגה,21
8463,שלישיית גרבי ריב גווני בייסיק - מידה 0-6,6
8466,שלישיית גרבי ריב גווני בייסיק - מידת נעל 19-22,6
8467,שלישיית גרבי ריב גווני בייסיק - מידת נעל 23-26,6
8468,שלישיית גרבי ריב גווני בייסיק - מידת נעל 27-30,6
8479,שעועית בוואקום 900 גר',2
8480,קוקומן חום לבן - תלמה,2
8482,"בקבוק ספורט איכותי - 850 מ""ל",21
8483,מארז חותמות אותיות דפוס,21
8497,מקלות ארטיק צבעוניים,21
8518,חולצה לילדים (תווית כחולה) ש.ק. מידה 13,24
8566,משקפת שחיה אופטית מספר מינוס 10,6
8568,ביסלי פארטי מיקס אריזה גדולה - אסם,2
8583,שלישיית גרבי ריב גוונים ניטרליים - מידת נעל 19-22,6
8584,שלישיית גרבי ריב גוונים ניטרליים - מידת נעל 23-26,6
8585,שלישיית גרבי ריב גוונים ניטרליים - מידת נעל 27-30,6
8592,מעבד מזון Bosch - דגם MCM3110,21
8595,פרוז'קטור נטען סולארי 100W,21
8606,מארז מיני כעכים - עבאדי,2
8611,ריקמת שטיח ערכה ליצירת תמונה,21
8615,קרקר עם דגנים מלאים בתוספת רוזמרין - fitness {מ.מ.,2
8647,סט 10 קולבים ממתכת,21
8648,סט 4 לורדים ללוח מחיק איכותי,21
8651,שלישיית ספוגי רחצה ליפה,21
8654,"ארגונית בד מתקפלת מלבנית למגירת ארון - אפור ",21
8674,מארז 18 שקפים ליצירה - חגי תשרי,21
8675,מארז 6 תפוחי פלסטיק למילוי - אדום שקוף,21
8679,טלית גדול 100% צמר קשור עם פתיל עבה - מידה 70,6
8680,טלית קטן 100% צמר ללא פתילים - מידה 5 {חסידי},6
8681,טלית קטן 100% צמר ללא פתילים - מידה 6 {חסידי},6
8682,טלית קטן 100% צמר ללא פתילים - מידה 7 {חסידי},6
8683,טלית קטן 100% צמר קשור עם פתילים דקים - מידה 6,6
8691,שולחן עם כיור וברז - רגליים מתקפלות,23
8695,חפתים בקופסא דגם עגול רוז גולד עם אפור,6
8696,חפתים בקופסא דגם אליפסה שחור עם אפור,6
8697,חפתים בקופסא דגם מרובע זהב עם שחור,6
8699,שקית להכנת רוטב לצלי - אסם,2
8713,שוקולד פרה במילוי קרם חלב - עלית,8
8714,"אבקת וניש קליה לבן גדול 1.8 ק""ג - מהדורה מוגבלת",2
8719,מברשת אסלה שערות סיליקון,21
8721,זוג גופיות חצי שרוול איכותיות בגיר - מידה XS,6
8750,תוף כבל מאריך כ 15 מטר,21
8778,מארז 10 ערכות יצירה יהלומים,21
8791,חטיף שוקולד קראנץ - עלית,8
8794,ממרח שוקולד - השחר,2
8796,מפצל 3 שקעים ו 2 יציאות USB - כבל ומפסק,21
8798,סוכריות ג'לי בטעמי פירות - קייטי,2
8808,דבש אריזה מוגדלת - קייטי (מ.מ.),2
8809,מטפחת מרובעת חלקה עם סיומת פרנזים - כתום חמרה,6
8814,רביעיית שום יבש XL,1
8816,סדין ניילון פרימיום למיטת תינוק,21
8824,מרכך (אדום} - נקה 7,2
8828,"קרטון סטייק אנטריקוט פרוס בד""צ עד""ח",11
8830,"קרטון עוף טחון קפוא בד""צ עד""ח {לא שקיל-מחיר קבוע}",11
8854,"נקנקיות עוף בד""צ בית חלקיה",10
8855,"קישקע ממולא בשרי קפוא בד""צ בית חלקיה",11
8857,"קרטון פילה סלמון בד""ץ העד""ח - צ'רינה (פ)",10
8875,חיתולים מידה 4 - בייביסיטר,2
8920,סנובון - סנו,2
8936,"ממרח פסטו בזיליקום {בד""ץ בית חלקיה}",8
8938,נוזל כלים ספארק לימון /גראס עם משאבה - סנו,2
8967,בצל מטוגן קפוא - קייטי,11
8968,"קרטון מיקס המבורגר וקבב קפוא בד""צ בית חלקיה {לא שק",10
8969,"קרטון פילה פורל ים עם עור עד""ח - קייטי {לא שקיל-מח",11
8978,שוקולד פרה במילוי קרם בטעם תות - עלית,8
8996,אצבעות שוקולד חלב במילוי קרם חלב - עלית,8
9017,קנון דגם SX740 תפריט מלא בעברית - לא לאיסוף,0
9090,טופי מרובע חלבי {אריזה מוגדלת} - קייטי,2
9091,טופי צבעוני {אריזה מוגדלת} - קייטי,2
9170,משקה בטעם מוקה בבקבוק 1 ליטר טרה - מחיר מיוחד,8
9177,שישיית ירכוני מיקרופייבר 70 דנייר אטום מייפר - פלמ,6
9178,מטפחת מרובעת חלקה עם סיומת פרנזים - שחור,6
9219,מטפחת מרובעת חלקה עם סיומת פרנזים - קרם נוגט,6
9224,מטפחת מרובעת חלקה עם סיומת פרנזים - סגול עתיק,6
9228,קצפת צמחית השף הלבן תנובה,8
9229,נפוליטנים חלבי טעמן - תוקף קצר,8
9231,טורטייה (מזונות) - קייטי,2
9282,מארז 8 מגבות ידיים אישיות,21
9284,אטריות סבתא דקות שיבולים,2
9291,חמאה - תנובה,8
9295,רביעיית סבון מוצק (אל סבון) נקה 7,2
9342,מאגדת יוגורט תות אפרסק 3% - יופלה,8
9348,פליימוביל ספיישל חבלן כוחות מיוחדים {דגם 70600},21
9349,פליימוביל אימון אסטרונאוט (70603),21
9356,חטיף שוקולד קראנץ בלאק אנד וויט - עלית,8
9364,רוגלעך אפוי בקופסא {חדש!! מבית הדר גאולה},1
9370,מאגדת מרשמלו ארטיק - לקלוקים,2
9371,קרטונית מזרק ג'ל - לקלוקים,2
9377,מסיר שומנים פורטה פלוס - סנו,2
9378,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 4,6
9379,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 6,6
9380,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 8,6
9381,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 10,6
9382,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 12,6
9383,מכנס אלגנט לילדים/נוער שחור FABIO - מידה 14,6
9387,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 4,6
9389,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 8,6
9391,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 12,6
9392,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 14,6
9393,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 16,6
9394,מכנס אלגנט לילדים/נוער נייבי כהה FABIO - מידה 18,6
9395,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 13.5,6
9396,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 14,6
9397,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 14.5,6
9398,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 15,6
9399,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 15.5,6
9400,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 16,6
9401,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 16.5,6
9402,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 17,6
9403,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 17.5,6
9404,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 18,6
9405,חולצת גברים 100% כותנה ג.ר. BAGIR - מידה 18.5,6
9406,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 4,6
9407,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 6,6
9408,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 8,6
9409,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 10,6
9410,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 12,6
9411,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 14,6
9412,חולצת ילדים/נוער 60% כותנה ג.ר. FABIO - מידה 16,6
9444,"משקה בננה בבקבוק 250 מ""ל טרה - מחיר מיוחד",8
9449,שוקולד פרה במילוי קרם נוגט עלית,8
9463,תרסיס אנטי קאלק 4 ב 1 - סנו,2
9468,זוג מעדן סויה Bio עם תות/אפרסק - תנובה alterntive,8
9518,חגורת קלאץ' איכותית - אבזם מעוצב מוכסף (9),24
9519,צלחות מרק שקוף גלים עם פס זהב,23
9561,מעבד מזון עוצמתי - magimix דגם CS3180XL,21
9573,ענבים ירוקים {ג},15
9593,חומוס ענק בוואקום 1 קילו,2
9595,עוגיות בטעם חמאה קופסת מתכת - קייטי {100 גרם},2
9611,תפוח אדמה לבן 5 קילו,14
9612,סנו די עם אלוורה - דוחה יתושים,0
9619,שלישיית גרבי ריב לילדות גוונים קייצים - מידת נעל 1,6
9620,שלישיית גרבי ריב לילדות גוונים קייצים - מידת נעל 2,6
9632,מפת שולחן לבנה  - דגם ריבועים,21
9637,מארז מבחנת סוכריות עם לקקן - גוגלס טעמן,2
9647,פלפל שחור בצנצנת - דרומה,2
9654,מגבוני פחם להסרת איפור - CARELINE {איסוף כמוצר בוד,2
9660,גריל עוף בצנצנת - נווה התבלין,2
9661,תבלין לדג בצנצנת - נווה התבלין,2
9662,פפריקה מתוקה מרוקאית בצנצנת גדולה - נווה התבלין,2
9663,כמון טחון בצנצנת - נווה התבלין,2
9686,שקית ואוו עוגיות בטעם חמאה בציפוי שוקולד חלב,8
9692,קוביות מנגו קפוא {אריזה משפחתית},11
9740,שלישיית גרבי ריב בצבע שמנת - מידת נעל 27-30,6
9741,שלישיית גרבי ריב קצרות בצבע שמנת - מידת נעל 38-41,6
9743,שלישיית גרבי ריב קצרות גווני בייסיק - מידת נעל 38-,6
9746,שלישיית גרבי ריב גוונים ניטרליים - מידה 6-12,6
9747,"שלישיית גרבי ריב קצרות גוונים ניטרליים - מידת נעל ",6
9752,"ערכת יצירה רקמה - עם מסגרת ",22
9753,קרקר עם שומשום - טופז גולד (אריזה מלבנית},2
