ID_מכירה,week,name
148778,"שופטים תשפ""ה",בית ספר טללים - ערד
148779,"שופטים תשפ""ה",ויקטור ויוליוס נווה יע
148782,"שופטים תשפ""ה",רמבם בני ברק
148783,"שופטים תשפ""ה",בן זכאי בני ברק
148784,"שופטים תשפ""ה",אהרונוסון בני ברק
148785,"שופטים תשפ""ה",פאגי ירושליים
148786,"שופטים תשפ""ה",גבעה A ביתר
148787,"שופטים תשפ""ה",רמות פולין- ירושליים
148788,"שופטים תשפ""ה",עפולה גבעת המורה
148789,"שופטים תשפ""ה",נווה יעקב-ירושלים
148790,"שופטים תשפ""ה",ענתות גבעת זאב
148791,"שופטים תשפ""ה",מעונות ויז'ניץ בני ברק
148792,"שופטים תשפ""ה",שיכון ו בני ברק
148793,"שופטים תשפ""ה",עמוס - דברי שיר בני בר
148794,"שופטים תשפ""ה",בתי אבות בני ברק
148797,"שופטים תשפ""ה",שמואל הנביא ירושליים
148798,"שופטים תשפ""ה",יוכבד בית שמש
148800,"שופטים תשפ""ה",גבעת שאול - ירושליים
148801,"שופטים תשפ""ה",עובדי מחסן
148802,"שופטים תשפ""ה",רמת שלמה - ירושליים
148803,"שופטים תשפ""ה",הרב קוק - רכסים
148805,"שופטים תשפ""ה",רמת אהרן בני ברק
148806,"שופטים תשפ""ה",בית מרגלית בני ברק
148807,"שופטים תשפ""ה",סלונים בני ברק
148808,"שופטים תשפ""ה",קרית הרצוג בני ברק
148810,"שופטים תשפ""ה","חדרה "
148812,"שופטים תשפ""ה",עידו הנביא בית שמש
148813,"שופטים תשפ""ה",ירוחם
148814,"שופטים תשפ""ה",הר יונה נוף הגליל
148815,"שופטים תשפ""ה",טבנקין נווה יעקב ירושל
148817,"שופטים תשפ""ה",מנין אברכים בני ברק
148818,"שופטים תשפ""ה",משכנות יעקב ירושליים
148819,"שופטים תשפ""ה",הרב הירש בני ברק
148821,"שופטים תשפ""ה",שלב ד בית שמש
148825,"שופטים תשפ""ה",תל ציון (אהבת ישראל תח
148826,"שופטים תשפ""ה","מהרי""ל מודיעין עילית"
148827,"שופטים תשפ""ה",דזיקוב בית שמש
148829,"שופטים תשפ""ה",החצב רכסים
148830,"שופטים תשפ""ה",עטרת שלמה מודיעין עילי
148831,"שופטים תשפ""ה",יונה בן אמיתי בית שמש
148832,"שופטים תשפ""ה",יד בנימין
148834,"שופטים תשפ""ה",מינץ ירושליים
148837,"שופטים תשפ""ה",שאגת אריה מודיעין עילי
148838,"שופטים תשפ""ה",שאדיקר נווה יעקב ירושל
148839,"שופטים תשפ""ה",זכרון אברהם ירושליים
148840,"שופטים תשפ""ה",אהל איתן נווה יעקב ירו
148841,"שופטים תשפ""ה",חיל האוויר פסגת זאב
148842,"שופטים תשפ""ה",בית יצחק מודיעין עילית
148843,"שופטים תשפ""ה",גולאק נווה יעקב ירושלי
148844,"שופטים תשפ""ה","אבא אחימאיר נווה יעקב "
148845,"שופטים תשפ""ה",נחלת שלמה נתיבות
148846,"שופטים תשפ""ה",בית ישראל ירושליים
148847,"שופטים תשפ""ה",יבניאל
148849,"שופטים תשפ""ה",ברכת משה חיפה
148850,"שופטים תשפ""ה",כרמיאל (שכ' הדרומית)
148852,"שופטים תשפ""ה",הר חומה ירושליים
148853,"שופטים תשפ""ה",נג'ארה ירושליים
148855,"שופטים תשפ""ה",חבל שלום
148858,"שופטים תשפ""ה",גילה ירושליים
148862,"שופטים תשפ""ה",גבעת זאב
148863,"שופטים תשפ""ה",רב אשי בני ברק
148864,"שופטים תשפ""ה",הרב חיות נווה יעקב ירו
148865,"שופטים תשפ""ה",מרים הנביאה בית שמש
148866,"שופטים תשפ""ה",ישיבת מצפה יריחו
148867,"שופטים תשפ""ה",מישאל מזרחי פסגת זאב
148868,"שופטים תשפ""ה",אבי עזרי מודיעין עילית
148869,"שופטים תשפ""ה",הרב רביץ נווה יעקב ירו
148872,"שופטים תשפ""ה",אמרי בינה ירושליים
148874,"שופטים תשפ""ה",נוף כנרת טבריה
148875,"שופטים תשפ""ה",מעלה הזיתים ירושליים
148877,"שופטים תשפ""ה",בתי הורנשטיין ירושליים
148879,"שופטים תשפ""ה",רבנו תם בני ברק
148880,"שופטים תשפ""ה",הבוכרים ירושליים
148881,"שופטים תשפ""ה",עמנואל
148883,"שופטים תשפ""ה",מצפה רמון
148884,"שופטים תשפ""ה",זאב חקלאי ירושליים
148885,"שופטים תשפ""ה",שבט גד אחיסמך
148886,"שופטים תשפ""ה",כרם אברהם ירושליים
148888,"שופטים תשפ""ה",גשר החיים ירושליים
148889,"שופטים תשפ""ה",יעקב אלעזר ירושליים
148890,"שופטים תשפ""ה",גבעת מרדכי ירושליים
148891,"שופטים תשפ""ה",נוה צבי ירושליים
148893,"שופטים תשפ""ה",באר שבע
148896,"שופטים תשפ""ה",שבטי ישראל אחיסמך
148898,"שופטים תשפ""ה",קרית מנחם ירושליים
148899,"שופטים תשפ""ה",שערי חסד ירושליים
148900,"שופטים תשפ""ה",נווה אברהם חיפה
148901,"שופטים תשפ""ה",שבט אפרים אחיסמך
148902,"שופטים תשפ""ה",איילת השחר בני ברק
148907,"שופטים תשפ""ה",אלישע הנביא בית שמש
148908,"שופטים תשפ""ה","רש""י ירושליים"
148910,"שופטים תשפ""ה",עטרת משה בני ברק
148911,"שופטים תשפ""ה",רחובות
148912,"שופטים תשפ""ה",קהילות יעקב מודיעין עי
148913,"שופטים תשפ""ה",האצולה בית שמש
148914,"שופטים תשפ""ה",רפפורט ירושליים
148915,"שופטים תשפ""ה",קרית שמואל
148919,"שופטים תשפ""ה",בר יקר נווה יעקב
148920,"שופטים תשפ""ה",מאור שרגא - אלעד
148923,"שופטים תשפ""ה",דמשק אליעזר בני ברק
148925,"שופטים תשפ""ה",תכלת מרדכי בית שמש
148926,"שופטים תשפ""ה",רמת השרון
148927,"שופטים תשפ""ה",בית שאן
148929,"שופטים תשפ""ה",רבי טרפון מודיעין עילי
148930,"שופטים תשפ""ה",אורליאן בני ברק
148931,"שופטים תשפ""ה",סולם יעקב ירושליים
148933,"שופטים תשפ""ה",נאות שמחה מודיעין עילי
148936,"שופטים תשפ""ה",משה רבנו אחיסמך
148937,"שופטים תשפ""ה",גבעת רונן
148938,"שופטים תשפ""ה",לואי ליפסקי ירושליים
148939,"שופטים תשפ""ה",סלומון פתח תקווה
148940,"שופטים תשפ""ה",בני דוד עלי
148941,"שופטים תשפ""ה",סירקין בני ברק
148942,"שופטים תשפ""ה","גדליה נוימן נווה יעקב "
148943,"שופטים תשפ""ה",ארץ חפץ ירושליים
148944,"שופטים תשפ""ה",אלחריזי בית ד' בני ברק
148945,"שופטים תשפ""ה",קובלסקי בני ברק
148947,"שופטים תשפ""ה",רבבה
148948,"שופטים תשפ""ה",שערי תשובה מודיעין עיל
148949,"שופטים תשפ""ה",ירמיהו בית שמש
148952,"שופטים תשפ""ה",חבקוק בני ברק
148954,"שופטים תשפ""ה",נהרדעא בית שמש
148955,"שופטים תשפ""ה",צוקרמן נווה יעקב ירושל
148956,"שופטים תשפ""ה",נרקיסים - נוף הגליל
148961,"שופטים תשפ""ה",היכל נפתלי - מודיעין ע
148963,"שופטים תשפ""ה",משולם ראט - ירושלים
148964,"שופטים תשפ""ה",רמת הנביאים בית שמש
148965,"שופטים תשפ""ה","יביע אומר ביתר עילית "
148966,"שופטים תשפ""ה",משביע לכל חי ירושליים
148968,"שופטים תשפ""ה",האמוראים בית שמש
148969,"שופטים תשפ""ה",נריה
148970,"שופטים תשפ""ה",הגבעה הצרפתית ירושליים
148977,"שופטים תשפ""ה",הרב פניז'ל נווה יעקב י
148978,"שופטים תשפ""ה",בת ים
148979,"שופטים תשפ""ה",לוד
148980,"שופטים תשפ""ה",ברכיה בית שמש
148984,"שופטים תשפ""ה",אהבת ישראל תל ציון (על
148985,"שופטים תשפ""ה",מבוא חורון
148987,"שופטים תשפ""ה",בן צבי טבריה
148991,"שופטים תשפ""ה",זכריה בני ברק
148994,"שופטים תשפ""ה",הוילה  בני ברק
148995,"שופטים תשפ""ה",כנסת יחזקאל ביתר עילית
148999,"שופטים תשפ""ה",הורדים רכסים
149000,"שופטים תשפ""ה",אור הגנוז
149001,"שופטים תשפ""ה",בית אהרן אשקלון
149002,"שופטים תשפ""ה",ישמח ישראל ביתר עילית
149003,"שופטים תשפ""ה",כרמי קטיף
149004,"שופטים תשפ""ה",הספרייה ירושליים
149010,"שופטים תשפ""ה",גבעת הראה
149012,"שופטים תשפ""ה",כפר חבד
149013,"שופטים תשפ""ה",הפלמח ירוחם
149015,"שופטים תשפ""ה",עתניאל
149016,"שופטים תשפ""ה",רב חנינא בית שמש
149017,"שופטים תשפ""ה",קדושת לוי ביתר עילית
149018,"שופטים תשפ""ה",מבוא מרגלית ביתר עילית
149020,"שופטים תשפ""ה","שבט הלוי ירושליים "
149021,"שופטים תשפ""ה",תלמוד בבלי בית שמש
149022,"שופטים תשפ""ה",נלסון גליק ירושליים
149029,"שופטים תשפ""ה",אוהב ישראל ביתר עילית
149030,"שופטים תשפ""ה","האתרוג ביתר עילית "
149031,"שופטים תשפ""ה","מאור חיים צפת "
149033,"שופטים תשפ""ה",באר מים חיים בני ברק
149034,"שופטים תשפ""ה",אחיה השילוני בית שמש
149036,"שופטים תשפ""ה",מאיר בלבן נווה יעקב יר
149039,"שופטים תשפ""ה",מיכשוולי אשדוד
149043,"שופטים תשפ""ה",בית אביגדור אשדוד
149055,"כי תצא תשפ""ה",אבני נזר מודיעין עילית
149056,"כי תצא תשפ""ה",יהודה הנשיא מודיעין עי
149057,"כי תצא תשפ""ה",רבי עקיבא מודיעין עילי
149058,"כי תצא תשפ""ה",שדרות יחזקאל מודיעין ע
149059,"כי תצא תשפ""ה",קנה בושם בית שמש
149060,"כי תצא תשפ""ה",מרומי שדה מודיעין עילי
149061,"כי תצא תשפ""ה",נאות הפיסגה מודיעין עי
149062,"כי תצא תשפ""ה",נהר הירדן בית שמש
149063,"כי תצא תשפ""ה",כולל ברסלב בני ברק
149064,"כי תצא תשפ""ה",ישיבת מיר
149065,"כי תצא תשפ""ה",קצות החושן מודיעין עיל
149066,"כי תצא תשפ""ה",מסילת יוסף מודיעין עיל
149067,"כי תצא תשפ""ה",ליבו חפץ מודיעין עילית
149068,"כי תצא תשפ""ה",שכונת אור החיים בני בר
149069,"כי תצא תשפ""ה",שטרן ירושליים
149070,"כי תצא תשפ""ה",זנגוויל ירושליים
149071,"כי תצא תשפ""ה",נווה שאנן חיפה
149072,"כי תצא תשפ""ה",בעלזא חיפה
149073,"כי תצא תשפ""ה",גור חיפה
149074,"כי תצא תשפ""ה",בית תפילה מודיעין עילי
149075,"כי תצא תשפ""ה",ישעיהו בני ברק
149076,"כי תצא תשפ""ה",אולסוונגר ירושליים
149077,"כי תצא תשפ""ה",דולב בית שמש
149078,"כי תצא תשפ""ה",שאץ בני ברק
149079,"כי תצא תשפ""ה",אביי ורבא מודיעין עילי
149080,"כי תצא תשפ""ה",חפציבה מודיעין עילית
149081,"כי תצא תשפ""ה",נאות יוסף בני ברק
149082,"כי תצא תשפ""ה",נפש החיים אשדוד
149083,"כי תצא תשפ""ה",בית שמואל אשדוד
149084,"כי תצא תשפ""ה",בית חלקיה
149085,"כי תצא תשפ""ה",גבעת ירושלים בית שמש
149086,"כי תצא תשפ""ה",קרית מלאכי
149087,"כי תצא תשפ""ה",הרים לוין אשדוד
149088,"כי תצא תשפ""ה",החרובים רכסים
149089,"כי תצא תשפ""ה",התמר ביתר
149090,"כי תצא תשפ""ה",קרלין מודיעין עילית
149091,"כי תצא תשפ""ה",רשבי מודיעין עילית
149092,"כי תצא תשפ""ה",גרין פארק מודיעין עילי
149093,"כי תצא תשפ""ה",הצבעוני אשדוד
149094,"כי תצא תשפ""ה",סנהדריה המורחבת ירושלי
149095,"כי תצא תשפ""ה",חזון איש זכרון יעקב
149096,"כי תצא תשפ""ה",מחסן
149097,"כי תצא תשפ""ה",חפץ חיים זכרון יעקב
149098,"כי תצא תשפ""ה","חידושי הרי""ם בני ברק"
149099,"כי תצא תשפ""ה",אשל אברהם בני ברק
149100,"כי תצא תשפ""ה",מעלה אדומים
149101,"כי תצא תשפ""ה",טלזסטון
149102,"כי תצא תשפ""ה",בני הישיבות בני ברק
149103,"כי תצא תשפ""ה",נחל שורק בית שמש
149104,"כי תצא תשפ""ה",יהלום אופקים
149105,"כי תצא תשפ""ה",הקריה אופקים
149106,"כי תצא תשפ""ה",צאלון אופקים
149107,"כי תצא תשפ""ה",ינאי אשדוד
149108,"כי תצא תשפ""ה",בית וגן ירושליים
149109,"כי תצא תשפ""ה",רשבם מודיעין עילית
149110,"כי תצא תשפ""ה",רוממה ירושליים
149111,"כי תצא תשפ""ה",חזון דוד מודיעין עילית
149112,"כי תצא תשפ""ה",תפרח
149113,"כי תצא תשפ""ה",קרית צאנז נתניה
149114,"כי תצא תשפ""ה",לב שמחה בית שמש
149115,"כי תצא תשפ""ה",שמעיה - אלעד
149116,"כי תצא תשפ""ה",הגבעה תפרח
149117,"כי תצא תשפ""ה","הרב בנדר ביתר עילית "
149118,"כי תצא תשפ""ה",עפולה עילית
149119,"כי תצא תשפ""ה",קרית אתא
149120,"כי תצא תשפ""ה",הפסגה ירושליים
149121,"כי תצא תשפ""ה",בר אילן בית שמש
149122,"כי תצא תשפ""ה",קרית גת
149123,"כי תצא תשפ""ה",אלומה
149124,"כי תצא תשפ""ה",בית יוסף בני ברק
149125,"כי תצא תשפ""ה",דרך החיים- אלעד
149126,"כי תצא תשפ""ה",גני יצהר- אלעד
149127,"כי תצא תשפ""ה",מבצע חורב אשדוד
149128,"כי תצא תשפ""ה",בית ספר טללים - ערד
149129,"כי תצא תשפ""ה",ויקטור ויוליוס נווה יע
149130,"כי תצא תשפ""ה",מבוא די זהב ירושליים
149131,"כי תצא תשפ""ה",פרל בני ברק
149132,"כי תצא תשפ""ה",רמבם בני ברק
149133,"כי תצא תשפ""ה",בן זכאי בני ברק
149134,"כי תצא תשפ""ה",אהרונוסון בני ברק
149135,"כי תצא תשפ""ה",פאגי ירושליים
149136,"כי תצא תשפ""ה",גבעה A ביתר
149137,"כי תצא תשפ""ה",רמות פולין- ירושליים
149138,"כי תצא תשפ""ה",עפולה גבעת המורה
149139,"כי תצא תשפ""ה",נווה יעקב-ירושלים
149140,"כי תצא תשפ""ה",ענתות גבעת זאב
149141,"כי תצא תשפ""ה",מעונות ויז'ניץ בני ברק
149142,"כי תצא תשפ""ה",שיכון ו בני ברק
149143,"כי תצא תשפ""ה",עמוס - דברי שיר בני בר
149144,"כי תצא תשפ""ה",בתי אבות בני ברק
149145,"כי תצא תשפ""ה",מבוא שניר קרית גת
149146,"כי תצא תשפ""ה",רבי יהשוע בית שמש
149147,"כי תצא תשפ""ה",שמואל הנביא ירושליים
149148,"כי תצא תשפ""ה",יוכבד בית שמש
149149,"כי תצא תשפ""ה",שער המלך מודיעין עילית
149150,"כי תצא תשפ""ה",גבעת שאול - ירושליים
149151,"כי תצא תשפ""ה",עובדי מחסן
149152,"כי תצא תשפ""ה",רמת שלמה - ירושליים
149153,"כי תצא תשפ""ה",הרב קוק - רכסים
149154,"כי תצא תשפ""ה",אבן גבירול בני ברק
149155,"כי תצא תשפ""ה",רמת אהרן בני ברק
149156,"כי תצא תשפ""ה",בית מרגלית בני ברק
149157,"כי תצא תשפ""ה",סלונים בני ברק
149158,"כי תצא תשפ""ה",קרית הרצוג בני ברק
149159,"כי תצא תשפ""ה",פרדס כץ בני ברק
149160,"כי תצא תשפ""ה","חדרה "
149161,"כי תצא תשפ""ה",אלנקווה אופקים
149162,"כי תצא תשפ""ה",עידו הנביא בית שמש
149163,"כי תצא תשפ""ה",ירוחם
149164,"כי תצא תשפ""ה",הר יונה נוף הגליל
149165,"כי תצא תשפ""ה",טבנקין נווה יעקב ירושל
149166,"כי תצא תשפ""ה",נתיבות שלום מודיעין עי
149167,"כי תצא תשפ""ה",מנין אברכים בני ברק
149168,"כי תצא תשפ""ה",משכנות יעקב ירושליים
149169,"כי תצא תשפ""ה",הרב הירש בני ברק
149170,"כי תצא תשפ""ה",החלוצים בני ברק
149171,"כי תצא תשפ""ה",שלב ד בית שמש
149172,"כי תצא תשפ""ה",עינב
149173,"כי תצא תשפ""ה","יסודות "
149175,"כי תצא תשפ""ה",תל ציון (אהבת ישראל תח
149176,"כי תצא תשפ""ה","מהרי""ל מודיעין עילית"
149177,"כי תצא תשפ""ה",דזיקוב בית שמש
149178,"כי תצא תשפ""ה",בעל הנס אשדוד
149179,"כי תצא תשפ""ה",החצב רכסים
149180,"כי תצא תשפ""ה",עטרת שלמה מודיעין עילי
149181,"כי תצא תשפ""ה",יונה בן אמיתי בית שמש
149182,"כי תצא תשפ""ה",יד בנימין
149183,"כי תצא תשפ""ה",הגליל כרמיאל
149184,"כי תצא תשפ""ה",מינץ ירושליים
149185,"כי תצא תשפ""ה",מיימון בני ברק
149186,"כי תצא תשפ""ה",משה סנה נווה יעקב
149187,"כי תצא תשפ""ה",שאגת אריה מודיעין עילי
149188,"כי תצא תשפ""ה",שאדיקר נווה יעקב ירושל
149189,"כי תצא תשפ""ה",זכרון אברהם ירושליים
149190,"כי תצא תשפ""ה",אהל איתן נווה יעקב ירו
149191,"כי תצא תשפ""ה",חיל האוויר פסגת זאב
149192,"כי תצא תשפ""ה",בית יצחק מודיעין עילית
149193,"כי תצא תשפ""ה",גולאק נווה יעקב ירושלי
149194,"כי תצא תשפ""ה","אבא אחימאיר נווה יעקב "
149195,"כי תצא תשפ""ה",נחלת שלמה נתיבות
149196,"כי תצא תשפ""ה",בית ישראל ירושליים
149197,"כי תצא תשפ""ה",יבניאל
149198,"כי תצא תשפ""ה",חטיבת הנגב אשדוד
149199,"כי תצא תשפ""ה",ברכת משה חיפה
149200,"כי תצא תשפ""ה",כרמיאל (שכ' הדרומית)
149201,"כי תצא תשפ""ה","הרי""ף אופקים"
149202,"כי תצא תשפ""ה",הר חומה ירושליים
149203,"כי תצא תשפ""ה",נג'ארה ירושליים
149204,"כי תצא תשפ""ה",דובדבן אופקים
149205,"כי תצא תשפ""ה",חבל שלום
149206,"כי תצא תשפ""ה",צפת
149207,"כי תצא תשפ""ה",טבריה
149208,"כי תצא תשפ""ה",גילה ירושליים
149209,"כי תצא תשפ""ה",ראשון לציון
149210,"כי תצא תשפ""ה",רבנו בחיי בני ברק
149211,"כי תצא תשפ""ה",גינת יוסף בני ברק
149212,"כי תצא תשפ""ה",גבעת זאב
149213,"כי תצא תשפ""ה",רב אשי בני ברק
149214,"כי תצא תשפ""ה",הרב חיות נווה יעקב ירו
149215,"כי תצא תשפ""ה",מרים הנביאה בית שמש
149216,"כי תצא תשפ""ה",ישיבת מצפה יריחו
149217,"כי תצא תשפ""ה",מישאל מזרחי פסגת זאב
149218,"כי תצא תשפ""ה",אבי עזרי מודיעין עילית
149219,"כי תצא תשפ""ה",הרב רביץ נווה יעקב ירו
149220,"כי תצא תשפ""ה",חריש
149221,"כי תצא תשפ""ה",מגדל העמק
149222,"כי תצא תשפ""ה",אמרי בינה ירושליים
149223,"כי תצא תשפ""ה","רלב""ג בני ברק"
149224,"כי תצא תשפ""ה",נוף כנרת טבריה
149225,"כי תצא תשפ""ה",מעלה הזיתים ירושליים
149226,"כי תצא תשפ""ה",דובר שלום נוף הגליל
149227,"כי תצא תשפ""ה",בתי הורנשטיין ירושליים
149228,"כי תצא תשפ""ה",באבוב אלעד
149229,"כי תצא תשפ""ה",רבנו תם בני ברק
149230,"כי תצא תשפ""ה",הבוכרים ירושליים
149231,"כי תצא תשפ""ה",עמנואל
149232,"כי תצא תשפ""ה",דימונה
149233,"כי תצא תשפ""ה",מצפה רמון
149234,"כי תצא תשפ""ה",זאב חקלאי ירושליים
149235,"כי תצא תשפ""ה",שבט גד אחיסמך
149236,"כי תצא תשפ""ה",כרם אברהם ירושליים
149237,"כי תצא תשפ""ה",מינצברג רוני שרון-ירוש
149238,"כי תצא תשפ""ה",גשר החיים ירושליים
149239,"כי תצא תשפ""ה",יעקב אלעזר ירושליים
149240,"כי תצא תשפ""ה",גבעת מרדכי ירושליים
149241,"כי תצא תשפ""ה",נוה צבי ירושליים
149243,"כי תצא תשפ""ה",באר שבע
149244,"כי תצא תשפ""ה",שפינוזה עפולה
149245,"כי תצא תשפ""ה",רב זירא בית שמש
149246,"כי תצא תשפ""ה",שבטי ישראל אחיסמך
149247,"כי תצא תשפ""ה",מעלות חברון קרית ארבע
149248,"כי תצא תשפ""ה",קרית מנחם ירושליים
149249,"כי תצא תשפ""ה",שערי חסד ירושליים
149250,"כי תצא תשפ""ה",נווה אברהם חיפה
149251,"כי תצא תשפ""ה",שבט אפרים אחיסמך
149252,"כי תצא תשפ""ה",איילת השחר בני ברק
149253,"כי תצא תשפ""ה",אהבת שלום תל ציון
149255,"כי תצא תשפ""ה",חצור הגלילית
149256,"כי תצא תשפ""ה",עשהאל
149257,"כי תצא תשפ""ה",אלישע הנביא בית שמש
149258,"כי תצא תשפ""ה","רש""י ירושליים"
149259,"כי תצא תשפ""ה",שדרות
149260,"כי תצא תשפ""ה",עטרת משה בני ברק
149261,"כי תצא תשפ""ה",רחובות
149262,"כי תצא תשפ""ה",קהילות יעקב מודיעין עי
149263,"כי תצא תשפ""ה",האצולה בית שמש
149264,"כי תצא תשפ""ה",רפפורט ירושליים
149265,"כי תצא תשפ""ה",קרית שמואל
149266,"כי תצא תשפ""ה",מיצד
149267,"כי תצא תשפ""ה",נויפלד בני ברק
149268,"כי תצא תשפ""ה",רבי מאיר בני ברק
149269,"כי תצא תשפ""ה",בר יקר נווה יעקב
149270,"כי תצא תשפ""ה",מאור שרגא - אלעד
149271,"כי תצא תשפ""ה",קצרין
149272,"כי תצא תשפ""ה",גינות דוד בני ברק
149273,"כי תצא תשפ""ה",דמשק אליעזר בני ברק
149274,"כי תצא תשפ""ה",רב חנן בית שמש
149275,"כי תצא תשפ""ה",תכלת מרדכי בית שמש
149276,"כי תצא תשפ""ה",רמת השרון
149277,"כי תצא תשפ""ה",בית שאן
149278,"כי תצא תשפ""ה",יעבץ בני ברק
149279,"כי תצא תשפ""ה",רבי טרפון מודיעין עילי
149280,"כי תצא תשפ""ה",אורליאן בני ברק
149281,"כי תצא תשפ""ה",סולם יעקב ירושליים
149282,"כי תצא תשפ""ה",נגוהות
149283,"כי תצא תשפ""ה",נאות שמחה מודיעין עילי
149284,"כי תצא תשפ""ה",בן קיסמא בית שמש
149285,"כי תצא תשפ""ה",ריש לקיש בית שמש
149286,"כי תצא תשפ""ה",משה רבנו אחיסמך
149287,"כי תצא תשפ""ה",גבעת רונן
149288,"כי תצא תשפ""ה",לואי ליפסקי ירושליים
149289,"כי תצא תשפ""ה",סלומון פתח תקווה
149291,"כי תצא תשפ""ה",סירקין בני ברק
149292,"כי תצא תשפ""ה","גדליה נוימן נווה יעקב "
149293,"כי תצא תשפ""ה",ארץ חפץ ירושליים
149294,"כי תצא תשפ""ה",אלחריזי בית ד' בני ברק
149295,"כי תצא תשפ""ה",קובלסקי בני ברק
149296,"כי תצא תשפ""ה",קרני שומרון
149297,"כי תצא תשפ""ה",רבבה
149298,"כי תצא תשפ""ה",שערי תשובה מודיעין עיל
149299,"כי תצא תשפ""ה",ירמיהו בית שמש
149300,"כי תצא תשפ""ה",קדומים
149301,"כי תצא תשפ""ה",זיו יהודה בני ברק
149302,"כי תצא תשפ""ה",חבקוק בני ברק
149303,"כי תצא תשפ""ה",שעלבים
149304,"כי תצא תשפ""ה",נהרדעא בית שמש
149305,"כי תצא תשפ""ה",צוקרמן נווה יעקב ירושל
149306,"כי תצא תשפ""ה",נרקיסים - נוף הגליל
149307,"כי תצא תשפ""ה",מר עוקבא - בית שמש
149308,"כי תצא תשפ""ה",כרמל - אבני חפץ
149309,"כי תצא תשפ""ה",שילה
149310,"כי תצא תשפ""ה",גן הדסים - מודיעין עיל
149311,"כי תצא תשפ""ה",היכל נפתלי - מודיעין ע
149312,"כי תצא תשפ""ה",שבי שומרון
149313,"כי תצא תשפ""ה",משולם ראט - ירושלים
149314,"כי תצא תשפ""ה",רמת הנביאים בית שמש
149315,"כי תצא תשפ""ה","יביע אומר ביתר עילית "
149316,"כי תצא תשפ""ה",משביע לכל חי ירושליים
149317,"כי תצא תשפ""ה",קרית אונו
149318,"כי תצא תשפ""ה",האמוראים בית שמש
149319,"כי תצא תשפ""ה",נריה
149320,"כי תצא תשפ""ה",הגבעה הצרפתית ירושליים
149321,"כי תצא תשפ""ה",רב עולא בית שמש
149322,"כי תצא תשפ""ה","נצר חזני נתיבות "
149323,"כי תצא תשפ""ה",הרב שך ביתר עילית
149324,"כי תצא תשפ""ה","סוסיא "
149325,"כי תצא תשפ""ה",עליית הנוער עפולה
149326,"כי תצא תשפ""ה","לוחמי הגטאות צפת "
149327,"כי תצא תשפ""ה",הרב פניז'ל נווה יעקב י
149328,"כי תצא תשפ""ה",בת ים
149329,"כי תצא תשפ""ה",לוד
149330,"כי תצא תשפ""ה",ברכיה בית שמש
149331,"כי תצא תשפ""ה",כפר תפוח
149332,"כי תצא תשפ""ה","בעש""ט מודיעין עילית "
149333,"כי תצא תשפ""ה",בן עוזיאל אלעד
149334,"כי תצא תשפ""ה",אהבת ישראל תל ציון (על
149335,"כי תצא תשפ""ה",מבוא חורון
149336,"כי תצא תשפ""ה",עפולה הירוקה
149337,"כי תצא תשפ""ה",בן צבי טבריה
149338,"כי תצא תשפ""ה",טל מנשה
149339,"כי תצא תשפ""ה",הקראוון בני ברק
149340,"כי תצא תשפ""ה",גני גד בני ברק
149341,"כי תצא תשפ""ה",זכריה בני ברק
149342,"כי תצא תשפ""ה",רבנו אשר בני ברק
149343,"כי תצא תשפ""ה",מורדות גילה ירושליים
149344,"כי תצא תשפ""ה",הוילה  בני ברק
149345,"כי תצא תשפ""ה",כנסת יחזקאל ביתר עילית
149346,"כי תצא תשפ""ה","אפרת צפון "
149347,"כי תצא תשפ""ה","בת עין "
149349,"כי תצא תשפ""ה",הורדים רכסים
149350,"כי תצא תשפ""ה",אור הגנוז
149351,"כי תצא תשפ""ה",בית אהרן אשקלון
149352,"כי תצא תשפ""ה",ישמח ישראל ביתר עילית
149353,"כי תצא תשפ""ה",כרמי קטיף
149354,"כי תצא תשפ""ה",הספרייה ירושליים
149355,"כי תצא תשפ""ה",נוקדים
149357,"כי תצא תשפ""ה",זכרון דוד בני ברק
149358,"כי תצא תשפ""ה",חלקיה בר טובי בית שמש
149359,"כי תצא תשפ""ה",גני מודיעין
149362,"כי תצא תשפ""ה",כפר חבד
149363,"כי תצא תשפ""ה",הפלמח ירוחם
149364,"כי תצא תשפ""ה",ישועות משה עפולה עילית
149365,"כי תצא תשפ""ה",עתניאל
149366,"כי תצא תשפ""ה",רב חנינא בית שמש
149367,"כי תצא תשפ""ה",קדושת לוי ביתר עילית
149368,"כי תצא תשפ""ה",מבוא מרגלית ביתר עילית
149369,"כי תצא תשפ""ה","אמרי חיים  בני ברק "
149370,"כי תצא תשפ""ה","שבט הלוי ירושליים "
149371,"כי תצא תשפ""ה",תלמוד בבלי בית שמש
149372,"כי תצא תשפ""ה",נלסון גליק ירושליים
149373,"כי תצא תשפ""ה","אבא שאול ביתר עילית "
149375,"כי תצא תשפ""ה",הר כנען צפת
149377,"כי תצא תשפ""ה",קרית שלום תל אביב
149378,"כי תצא תשפ""ה","נחל'ה קרית מלאכי "
149379,"כי תצא תשפ""ה",אוהב ישראל ביתר עילית
149380,"כי תצא תשפ""ה","האתרוג ביתר עילית "
149381,"כי תצא תשפ""ה","מאור חיים צפת "
149382,"כי תצא תשפ""ה",נוה שרון נתיבות
149383,"כי תצא תשפ""ה",באר מים חיים בני ברק
